win,lose,probability
Orlando Magic,Sacramento Kings,0.5019995713669265
San Antonio Spurs,Atlanta Hawks,0.765346776790531
Toronto Raptors,Dallas Mavericks,0.6704393049667523
Los Angeles Clippers,Utah Jazz,0.6784516590414158
Oklahoma City Thunder,Brooklyn Nets,0.9235260688565362
Cleveland Cavaliers,Detroit Pistons,0.7518963939202694
Golden State Warriors,Philadelphia 76ers,0.9906539282791796
Portland Trail Blazers,New Orleans Pelicans,0.7750657389436582
Indiana Pacers,New York Knicks,0.7189306716535978
Boston Celtics,Minnesota Timberwolves,0.800075762613226
Memphis Grizzlies,Chicago Bulls,0.540443962245533
Detroit Pistons,Utah Jazz,0.5747302754658804
Houston Rockets,Los Angeles Lakers,0.871920270403384
Charlotte Hornets,Indiana Pacers,0.5058521750281743
Los Angeles Clippers,Milwaukee Bucks,0.7780482564497934
Miami Heat,New Orleans Pelicans,0.7507413521144708
Sacramento Kings,Phoenix Suns,0.6560057258544401
San Antonio Spurs,Portland Trail Blazers,0.7107523749483576
Washington Wizards,Dallas Mavericks,0.5087773693273436
Atlanta Hawks,Memphis Grizzlies,0.6339974227988167
Cleveland Cavaliers,Utah Jazz,0.7591851804427527
Los Angeles Clippers,Denver Nuggets,0.7485913406481288
Golden State Warriors,Orlando Magic,0.9096606721606949
New York Knicks,Brooklyn Nets,0.6665221233916385
Oklahoma City Thunder,Toronto Raptors,0.5771430174696979
Boston Celtics,Brooklyn Nets,0.8660331577380072
Toronto Raptors,Detroit Pistons,0.6915332775669851
Milwaukee Bucks,Los Angeles Lakers,0.8043443637090538
Miami Heat,Minnesota Timberwolves,0.7446109867018915
Houston Rockets,New Orleans Pelicans,0.6291249955076136
Dallas Mavericks,Philadelphia 76ers,0.9024739528792791
Orlando Magic,Phoenix Suns,0.6793142136466255
Chicago Bulls,Washington Wizards,0.5553815590880371
Atlanta Hawks,Portland Trail Blazers,0.5217538333919476
Utah Jazz,Chicago Bulls,0.5110819719951767
Charlotte Hornets,Washington Wizards,0.638109637827654
Houston Rockets,Denver Nuggets,0.5505722543907983
Golden State Warriors,Milwaukee Bucks,0.9221561730345876
Cleveland Cavaliers,Los Angeles Clippers,0.6070350879110986
San Antonio Spurs,Memphis Grizzlies,0.8899766307226286
Oklahoma City Thunder,Sacramento Kings,0.8392917209177757
Dallas Mavericks,Brooklyn Nets,0.8130604863214705
Detroit Pistons,Phoenix Suns,0.8475177853576937
Cleveland Cavaliers,Los Angeles Lakers,0.9570108168616162
Portland Trail Blazers,Miami Heat,0.5630349698976687
New Orleans Pelicans,Minnesota Timberwolves,0.5215922869593818
Boston Celtics,Philadelphia 76ers,0.9322218411835766
San Antonio Spurs,Sacramento Kings,0.8765397496051128
Toronto Raptors,Indiana Pacers,0.637449706788128
Boston Celtics,Washington Wizards,0.6612317918343388
Charlotte Hornets,Atlanta Hawks,0.5608876197869272
Houston Rockets,Denver Nuggets,0.6875816144402023
Indiana Pacers,Utah Jazz,0.580473784356864
Los Angeles Clippers,New York Knicks,0.7745370383529813
Golden State Warriors,Oklahoma City Thunder,0.6613753184791997
Orlando Magic,Philadelphia 76ers,0.9185638232046335
Detroit Pistons,Brooklyn Nets,0.8104173751720302
Golden State Warriors,Dallas Mavericks,0.8737142462738569
Los Angeles Clippers,Los Angeles Lakers,0.9377066537367568
Miami Heat,Phoenix Suns,0.8507794086637218
San Antonio Spurs,Minnesota Timberwolves,0.923182856017339
Memphis Grizzlies,New Orleans Pelicans,0.6845594910294743
Portland Trail Blazers,Milwaukee Bucks,0.6660810256433476
Toronto Raptors,Chicago Bulls,0.611262138011444
Boston Celtics,Indiana Pacers,0.6084288516432929
Detroit Pistons,Chicago Bulls,0.5209378749261474
Cleveland Cavaliers,Denver Nuggets,0.8149343766266738
Oklahoma City Thunder,Philadelphia 76ers,0.9801946768586302
Charlotte Hornets,Orlando Magic,0.6581053213595132
Sacramento Kings,Milwaukee Bucks,0.5385515595561773
Utah Jazz,New York Knicks,0.6297225878207214
Atlanta Hawks,Washington Wizards,0.5510899278924264
Brooklyn Nets,Phoenix Suns,0.5002068846795913
Los Angeles Clippers,Dallas Mavericks,0.7010466576914709
Toronto Raptors,Miami Heat,0.686075242881268
Portland Trail Blazers,New York Knicks,0.6615689820457739
San Antonio Spurs,Memphis Grizzlies,0.7959831048726715
Boston Celtics,Phoenix Suns,0.8866953390061315
Chicago Bulls,Philadelphia 76ers,0.9361590462148469
Cleveland Cavaliers,Charlotte Hornets,0.6477476420777788
Golden State Warriors,Sacramento Kings,0.917932082893593
Houston Rockets,New Orleans Pelicans,0.7100397022609414
Indiana Pacers,Denver Nuggets,0.7298592393065186
Minnesota Timberwolves,Los Angeles Lakers,0.7700448367441097
Atlanta Hawks,Milwaukee Bucks,0.7261581343422603
Detroit Pistons,Orlando Magic,0.5856955958478092
Washington Wizards,Brooklyn Nets,0.8206728856546573
Cleveland Cavaliers,Washington Wizards,0.7638079762146355
Toronto Raptors,Dallas Mavericks,0.7687340535838787
Los Angeles Clippers,Utah Jazz,0.6717260389623361
Portland Trail Blazers,Minnesota Timberwolves,0.7100485577824951
San Antonio Spurs,New York Knicks,0.8805109452220852
Atlanta Hawks,Brooklyn Nets,0.8905369985763288
Miami Heat,Boston Celtics,0.508021629914629
Charlotte Hornets,Phoenix Suns,0.8760778742941232
Denver Nuggets,New Orleans Pelicans,0.6093071415553162
Golden State Warriors,Memphis Grizzlies,0.860072058069603
Oklahoma City Thunder,Houston Rockets,0.7227898570039588
Indiana Pacers,Philadelphia 76ers,0.9549740106398241
Los Angeles Clippers,Sacramento Kings,0.767971927073716
Portland Trail Blazers,Los Angeles Lakers,0.9263635735046349
Chicago Bulls,Milwaukee Bucks,0.7295973123814301
Oklahoma City Thunder,Dallas Mavericks,0.7632701169760047
Detroit Pistons,New York Knicks,0.6848189289818107
Memphis Grizzlies,Sacramento Kings,0.6228372591868752
San Antonio Spurs,Cleveland Cavaliers,0.5813461039591705
Toronto Raptors,Orlando Magic,0.7581840365312548
Utah Jazz,New Orleans Pelicans,0.6875841149851002
Atlanta Hawks,Phoenix Suns,0.8890709330582649
Brooklyn Nets,Philadelphia 76ers,0.7885932314300099
Charlotte Hornets,Milwaukee Bucks,0.7465018360376121
Miami Heat,Detroit Pistons,0.5924846962346935
Golden State Warriors,Houston Rockets,0.8483678215416177
Indiana Pacers,Minnesota Timberwolves,0.7442453286817537
Washington Wizards,Los Angeles Lakers,0.8728664009168707
Portland Trail Blazers,Denver Nuggets,0.6945284272819762
Boston Celtics,Milwaukee Bucks,0.7652463255478509
Los Angeles Clippers,Washington Wizards,0.6773141352828637
Indiana Pacers,Memphis Grizzlies,0.6235474349622068
Dallas Mavericks,New Orleans Pelicans,0.6712340619615091
Miami Heat,New York Knicks,0.8040757842348052
Oklahoma City Thunder,Orlando Magic,0.7997486046086388
Atlanta Hawks,Philadelphia 76ers,0.9216665542305567
Utah Jazz,Sacramento Kings,0.5947925614522134
Golden State Warriors,San Antonio Spurs,0.5896052807185468
Toronto Raptors,Charlotte Hornets,0.6031973932572494
Cleveland Cavaliers,Chicago Bulls,0.7676704119567208
Detroit Pistons,Brooklyn Nets,0.8494400269253796
Minnesota Timberwolves,Los Angeles Lakers,0.7503518269695437
Los Angeles Clippers,Phoenix Suns,0.8683012918947237
Portland Trail Blazers,Houston Rockets,0.5697257050460526
Boston Celtics,Orlando Magic,0.73480695088664
Charlotte Hornets,Denver Nuggets,0.77045902425858
Cleveland Cavaliers,Philadelphia 76ers,0.979726187652975
Golden State Warriors,Houston Rockets,0.8871774878981352
Dallas Mavericks,Memphis Grizzlies,0.5887432179506852
Miami Heat,New York Knicks,0.6994642723839763
Detroit Pistons,Milwaukee Bucks,0.6721075127188988
Sacramento Kings,New Orleans Pelicans,0.5439159929898292
San Antonio Spurs,Oklahoma City Thunder,0.6494031155916347
Toronto Raptors,Indiana Pacers,0.637449706788128
Utah Jazz,Washington Wizards,0.5095921214801405
Orlando Magic,Brooklyn Nets,0.7383564923380068
Atlanta Hawks,Chicago Bulls,0.5845026215569027
Los Angeles Clippers,Los Angeles Lakers,0.9251451503845037
Sacramento Kings,Minnesota Timberwolves,0.5540419096835842
Portland Trail Blazers,Phoenix Suns,0.8272516585522619
Atlanta Hawks,Brooklyn Nets,0.8468633780105749
Cleveland Cavaliers,Indiana Pacers,0.7202285773393701
Golden State Warriors,Washington Wizards,0.8764395595334956
Memphis Grizzlies,Los Angeles Lakers,0.8879323392481293
Miami Heat,Denver Nuggets,0.7302380102382263
Dallas Mavericks,Milwaukee Bucks,0.6759077695134666
Chicago Bulls,New Orleans Pelicans,0.7253832838243142
Boston Celtics,New York Knicks,0.7666719476122082
Oklahoma City Thunder,Charlotte Hornets,0.6950734136173021
Houston Rockets,Phoenix Suns,0.7306438362868399
San Antonio Spurs,Utah Jazz,0.8144471916846859
Toronto Raptors,Philadelphia 76ers,0.9705925746479185
Cleveland Cavaliers,Orlando Magic,0.8211315521315573
Golden State Warriors,Minnesota Timberwolves,0.935662786704979
Toronto Raptors,Indiana Pacers,0.6864890340903282
New Orleans Pelicans,Denver Nuggets,0.5030448069334867
Chicago Bulls,New York Knicks,0.7409390661944755
Oklahoma City Thunder,Milwaukee Bucks,0.8468883283930538
Brooklyn Nets,Philadelphia 76ers,0.676825359484598
Dallas Mavericks,Sacramento Kings,0.6083960058222838
San Antonio Spurs,Memphis Grizzlies,0.7959831048726715
Portland Trail Blazers,Utah Jazz,0.6381190901599405
Charlotte Hornets,Washington Wizards,0.5637152204031151
Cleveland Cavaliers,Boston Celtics,0.6242281678361405
Miami Heat,Charlotte Hornets,0.5333774833918447
Toronto Raptors,Detroit Pistons,0.6915332775669851
Houston Rockets,Denver Nuggets,0.6875816144402023
Los Angeles Clippers,Dallas Mavericks,0.6590898160000513
Oklahoma City Thunder,Memphis Grizzlies,0.7989911687798259
Golden State Warriors,Phoenix Suns,0.9511046214353747
San Antonio Spurs,Los Angeles Lakers,0.9636511835384847
Atlanta Hawks,Boston Celtics,0.553328306606662
Indiana Pacers,Milwaukee Bucks,0.7032964731320392
Washington Wizards,New York Knicks,0.6706415224678897
Orlando Magic,Brooklyn Nets,0.7544159746933412
Chicago Bulls,Philadelphia 76ers,0.9229110076497489
Portland Trail Blazers,Minnesota Timberwolves,0.7100485577824951
Cleveland Cavaliers,Atlanta Hawks,0.7008329954810818
San Antonio Spurs,Dallas Mavericks,0.8677481651385637
Denver Nuggets,New Orleans Pelicans,0.6093071415553162
Houston Rockets,Detroit Pistons,0.5200347666410688
Sacramento Kings,Los Angeles Lakers,0.813225295419197
Memphis Grizzlies,New York Knicks,0.5538148658433614
Oklahoma City Thunder,Phoenix Suns,0.9006463771590405
Toronto Raptors,Miami Heat,0.5228615872645747
Utah Jazz,Minnesota Timberwolves,0.6805613669421521
Chicago Bulls,Brooklyn Nets,0.849101636959098
Charlotte Hornets,Boston Celtics,0.5221463062866866
Golden State Warriors,New Orleans Pelicans,0.9375915091099032
Indiana Pacers,Orlando Magic,0.6246554049026303
Milwaukee Bucks,Philadelphia 76ers,0.8361603970517705
Portland Trail Blazers,Utah Jazz,0.5379733524889829
San Antonio Spurs,Los Angeles Clippers,0.6725157013471229
Miami Heat,Washington Wizards,0.6418837128013146
Cleveland Cavaliers,Atlanta Hawks,0.6186138588409641
Oklahoma City Thunder,Denver Nuggets,0.8036900332420274
Minnesota Timberwolves,Los Angeles Lakers,0.7700448367441097
Detroit Pistons,Memphis Grizzlies,0.5845491095523649
Toronto Raptors,New York Knicks,0.8635409019456821
Dallas Mavericks,Phoenix Suns,0.765522424452165
Houston Rockets,Sacramento Kings,0.5634726864224939
Boston Celtics,Brooklyn Nets,0.8881888524818521
Chicago Bulls,Orlando Magic,0.582119464778606
Detroit Pistons,Washington Wizards,0.5809394323116004
Golden State Warriors,Utah Jazz,0.8736565675721374
Los Angeles Clippers,Houston Rockets,0.699422156299649
Cleveland Cavaliers,Miami Heat,0.6951330424526879
Charlotte Hornets,Milwaukee Bucks,0.7362165072793267
Indiana Pacers,Philadelphia 76ers,0.9145796966041365
San Antonio Spurs,Portland Trail Blazers,0.8370315209496835
Atlanta Hawks,Charlotte Hornets,0.5790978407057472
Dallas Mavericks,Denver Nuggets,0.6402588269329642
New Orleans Pelicans,Los Angeles Lakers,0.7642401378585619
Oklahoma City Thunder,Minnesota Timberwolves,0.8551896271030004
Sacramento Kings,Phoenix Suns,0.7369688290653981
Boston Celtics,Milwaukee Bucks,0.7652463255478509
Chicago Bulls,Brooklyn Nets,0.7997453349465637
Cleveland Cavaliers,Toronto Raptors,0.5099344265343975
Golden State Warriors,Los Angeles Lakers,0.976616905911407
Houston Rockets,Minnesota Timberwolves,0.7033039165781135
Indiana Pacers,Atlanta Hawks,0.5069417565937009
Los Angeles Clippers,Sacramento Kings,0.767971927073716
Dallas Mavericks,Memphis Grizzlies,0.5887432179506852
Miami Heat,Washington Wizards,0.5871253663062926
New York Knicks,Philadelphia 76ers,0.8800795645190514
Oklahoma City Thunder,Denver Nuggets,0.8630982157599268
Detroit Pistons,Orlando Magic,0.5856955958478092
Portland Trail Blazers,New Orleans Pelicans,0.716692903034349
San Antonio Spurs,Utah Jazz,0.8551492364967946
